"url","hammer_price","sold","auction_date","title","distillery","region","strength","distillery_status","cask_type","currency","bulk_litres","rla","filling_date","cask_filling","previous_spirit","regauged_date","age","bottles_at_cask_strength","buyer_price","buyer_price_per_bottle_at_cask_strength","buyer_price_per_litre_of_alcohol","country","auction_house","month","year","inf_adj_hammer_price","inf_adj_hammer_price_per_litre_of_alcohol_times_age","inf_adj_hammer_price_per_bottle_at_cask_strength","inf_adj_hammer_price_per_litre_of_alcohol","volume_12m","volume_6m","volume_3m"
"https://whiskyauctioneer.com/lot/67898/1-linkwood-2010-refill-hogshead-cask-144-stored-whisky-broker",2200,FALSE,"2017-06-05","Linkwood 2010 Refill Hogshead Cask","Linkwood","Speyside",NA,"Operational","Hogshead","Great Britain Pound (£)",NA,NA,"2010-01-01","Second Fill",NA,"2017-04-04",7,NA,"2475",NA,NA,"Scotland","WhiskyAuctioneer",6,2017,2970.96,NA,NA,NA,1,1,1
"https://whiskyauctioneer.com/lot/65316/bruichladdich-2010-callejo-cask-2236-1-x-hogshead",8100,TRUE,"2017-05-08","Bruichladdich 2010 Callejo Hogshead","Bruichladdich",NA,NA,"Operational","Hogshead","Great Britain Pound (£)",NA,NA,"2010-09-14",NA,NA,"2016-12-01",6,NA,"9112.5",NA,NA,NA,"WhiskyAuctioneer",5,2017,10938.53,NA,NA,NA,0,0,0
"https://whiskyauctioneer.com/lot/0225-01/cask-arran-2014-first-fill-sherry-hogshead-140913-stored-lochranza",6100,FALSE,"2025-03-10","Arran 2014 First Fill Sherry Hogshead","Lochranza","Islands","57.3","Operational","Hogshead","Great Britain Pound (£)","202.7",116.15,NA,"First Fill","Sherry",NA,NA,289.57,"6862.5","23.7","59.08","Scotland","WhiskyAuctioneer",3,2025,6234.07,NA,21.53,53.67,129,84,39
"https://whiskyauctioneer.com/lot/0225-02/cask-adnams-2016-virgin-french-oak-695-stored-cadus-vaults",350,FALSE,"2025-03-10","Adnams 2016 Virgin French Oak","Copper House","England","68.06","Operational",NA,"Great Britain Pound (£)","135.22",92.03,"2016-08-12","Virgin Oak","Virgin Oak",NA,8,193.17,"393.75","2.04","4.28","England","WhiskyAuctioneer",3,2025,357.69,31.093339128545,1.85,3.89,129,84,39
"https://whiskyauctioneer.com/lot/0225-03/cask-adnams-2016-virgin-french-oak-696-stored-cadus-vaults",350,FALSE,"2025-03-10","Adnams 2016 Virgin French Oak","Copper House","England","65.32","Operational",NA,"Great Britain Pound (£)","168.86",110.3,"2016-08-12","Virgin Oak","Virgin Oak",NA,8,241.23,"393.75","1.63","3.57","England","WhiskyAuctioneer",3,2025,357.69,25.9430643699003,1.48,3.24,129,84,39
"https://whiskyauctioneer.com/lot/0225-04/cask-dublin-liberties-2019-bourbon-barrel-spw002182-stored-stafford",350,FALSE,"2025-03-10","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","62.2","Operational","Barrel","Great Britain Pound (£)","154.85",96.32,NA,NA,"Bourbon",NA,NA,221.21,"393.75","1.78","4.09","Ireland","WhiskyAuctioneer",3,2025,357.69,NA,1.62,3.71,129,84,39
"https://whiskyauctioneer.com/lot/0225-05/cask-dublin-liberties-2019-bourbon-barrel-spw002456-stored-stafford",350,FALSE,"2025-03-10","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","59.01","Operational","Barrel","Great Britain Pound (£)","177.77",104.9,NA,NA,"Bourbon",NA,NA,253.96,"393.75","1.55","3.75","Ireland","WhiskyAuctioneer",3,2025,357.69,NA,1.41,3.41,129,84,39
"https://whiskyauctioneer.com/lot/0225-06/cask-dublin-liberties-2019-bourbon-barrel-spw002457-stored-stafford",350,FALSE,"2025-03-10","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","60.1","Operational","Barrel","Great Britain Pound (£)","176.04",105.8,NA,NA,"Bourbon",NA,NA,251.49,"393.75","1.57","3.72","Ireland","WhiskyAuctioneer",3,2025,357.69,NA,1.42,3.38,129,84,39
"https://whiskyauctioneer.com/lot/0225-07/cask-dublin-liberties-2019-bourbon-barrel-spw002458-stored-stafford",350,FALSE,"2025-03-10","Dublin Liberties 2019 Bourbon Barrel","Dublin Liberties Distillery","Ireland","60.19","Operational","Barrel","Great Britain Pound (£)","160.12",96.38,NA,NA,"Bourbon",NA,NA,228.74,"393.75","1.72","4.09","Ireland","WhiskyAuctioneer",3,2025,357.69,NA,1.56,3.71,129,84,39
"https://whiskyauctioneer.com/lot/0125-01a/cask-bruichladdich-2010-rivesaltes-hogshead-2129-stored-bruichladdich",10500,FALSE,"2025-03-10","Bruichladdich 2010 Rivesaltes Hogshead","Bruichladdich","Islay","60.4","Operational","Hogshead","Great Britain Pound (£)","205.3",124,NA,NA,"Wine","2025-01-01",NA,293.29,"11812.5","40.28","95.26","Scotland","WhiskyAuctioneer",3,2025,10730.77,NA,36.59,86.54,129,84,39
"https://whiskyauctioneer.com/lot/0125-01/cask-bruichladdich-2010-rivesaltes-hogshead-2129-stored-bruichladdich",13000,FALSE,"2025-02-10","Bruichladdich 2010 Rivesaltes Hogshead","Bruichladdich","Islay","60.4","Operational","Hogshead","Great Britain Pound (£)","205.3",124,NA,NA,"Wine","2025-01-01",NA,293.29,"14625","49.87","117.94","Scotland","WhiskyAuctioneer",2,2025,13334.56,NA,45.47,107.54,125,87,44
"https://www.thegrandwhiskyauction.com/lot-491432/springbank-1996-fresh-sherry-hogshead-bulk-1477l-439-held-in-bond-at-springbank",87750,TRUE,"2023-04-24","Springbank - 1996 Fresh Sherry Hogshead - Bulk 147.7L & 43.9%| Held in bond at Springbank","Springbank","Campbeltown","43.9","Operational","Hogshead","Great Britain Pound (£)","147.7",64.84,"1996-06-07","First Fill","Sherry","2023-03-01",26.88,211,"98718.75","467.86","1522.5","Scotland","The Grand Whisky Auction",4,2023,93873.66,38916.1625663171,444.9,1447.77,47,15,9
"https://www.thegrandwhiskyauction.com/lot-560293/ben-nevis-1998-butt-315-bulk-l-57-abv-held-in-bond-at-distillery",60000,FALSE,"2023-11-21","Ben Nevis - 1998 Butt 315 Bulk L 57% ABV | Held In Bond at Distillery","Ben Nevis","Highlands","57","Operational","Butt","Great Britain Pound (£)","315.67",179.93,"1998-10-01",NA,NA,"2023-07-26",25.14,450.96,"67500","149.68","375.15","Scotland","The Grand Whisky Auction",11,2023,63553.53,8879.76293113989,140.93,353.21,37,18,14
"https://www.thegrandwhiskyauction.com/lot-392834/ben-nevis-1996-refill-hogshead-168-bulk-l-50-abv-held-in-bond",34750,TRUE,"2022-07-11","Ben Nevis - 1996 Refill Hogshead - 168 Bulk L 50% ABV | Held In Bond","Ben Nevis","Highlands","50","Operational","Hogshead","Great Britain Pound (£)","150",75,"1996-05-10","Second Fill",NA,"2022-07-01",26.17,214.29,"39093.75","182.43","521.25","Scotland","The Grand Whisky Auction",7,2022,39572.45,13808.1468866667,184.67,527.63,110,56,23
"https://www.thegrandwhiskyauction.com/lot-502563/dalmore-2005-barrel-1497-bulk-at-559-in-bond-at-broxburn",32000,TRUE,"2023-05-23","Dalmore - 2005 Barrel - 149.7 Bulk @ 55.9% - In Bond At Broxburn","Dalmore","Highlands","55.9","Operational","Barrel","Great Britain Pound (£)","149.7",83.68,"2005-11-03",NA,NA,"2-01-01",17.55,213.86,"36000","168.33","430.21","Scotland","The Grand Whisky Auction",5,2023,33998.48,7130.41735181644,158.98,406.29,44,19,17
"https://www.thegrandwhiskyauction.com/lot-630884/port-charlotte-2004-refill-sherry-hogshead-251-bulk-l-559-held-in-bond-at-bruichladdich",29250,TRUE,"2024-05-14","Port Charlotte - 2004 Refill Sherry Hogshead - 251 Bulk L 55.9% | Held in bond at Bruichladdich","Port Charlotte","Islay","55.9","Operational","Hogshead","Great Britain Pound (£)","251",140.31,"2004-09-24","Second Fill","Sherry","2024-04-19",19.64,358.57,"32906.25","91.77","234.53","Scotland","The Grand Whisky Auction",5,2024,30473.3,4265.52356923954,84.99,217.19,77,59,13
"https://www.thegrandwhiskyauction.com/lot-552358/speyside-1995-butt-328-bulk-l-592-abv-held-in-bond-at-distillery",27000,TRUE,"2023-10-24","Speyside - 1995 Butt 328 Bulk L 59.2% ABV | Held In Bond at Distillery","Speyside","Speyside","59.2","Operational","Butt","Great Britain Pound (£)","328",194.18,"1995-08-22",NA,NA,"2023-07-26",28.17,468.57,"30375","64.82","156.43","Scotland","The Grand Whisky Auction",10,2023,28534.09,4139.48560768359,60.9,146.95,36,21,10
"https://www.thegrandwhiskyauction.com/lot-421942/bruichladdich-2012-mouton-rothschild-wine-hhd-198-bulk-l-614-held-in-bond-at-distillery",24250,TRUE,"2022-10-03","Bruichladdich - 2012 Mouton Rothschild Wine HHD - 198 Bulk L 61.4% | Held In Bond At Distillery","Bruichladdich","Islay","61.4","Operational",NA,"Great Britain Pound (£)","198",121.57,"2012-07-02",NA,"Wine","2022-09-02",10.25,282.86,"27281.25","96.45","224.41","Scotland","The Grand Whisky Auction",10,2022,26805.67,2260.08157851444,94.77,220.5,95,32,9
"https://www.thegrandwhiskyauction.com/lot-512326/bruichladdich-2010-rivesaltes-hogshead-215-bulk-l-571-held-in-bond-at-bruichladdich",23500,TRUE,"2023-06-20","Bruichladdich - 2010 Rivesaltes Hogshead - 215 Bulk L 57.1% | Held in bond at Bruichladdich","Bruichladdich","Islay","57.1","Operational","Hogshead","Great Britain Pound (£)","215",122.76,"2010-09-13",NA,"Wine","2023-05-11",12.77,307.14,"26437.5","86.08","215.36","Scotland","The Grand Whisky Auction",6,2023,24929.66,2593.28574617139,81.17,203.08,38,19,17
"https://www.thegrandwhiskyauction.com/lot-641559/speyside-1995-butt-350-bulk-l-622-abv-held-in-bond-at-distillery",20250,TRUE,"2024-06-12","Speyside - 1995 Butt 350 Bulk L 62.2% ABV | Held In Bond at Distillery","Speyside","Speyside","62.2","Operational","Butt","Great Britain Pound (£)","350",217.7,"1995-11-21",NA,NA,"23-01-01",28.56,500,"22781.25","45.56","104.65","Scotland","The Grand Whisky Auction",6,2024,21065.44,2763.56897749196,42.13,96.76,84,62,20
"https://www.thegrandwhiskyauction.com/lot-630882/bruichladdich-2004-refill-sherry-hogshead-250-bulk-l-597-held-in-bond-at-bruichladdich",17500,TRUE,"2024-05-14","Bruichladdich - 2004 Refill Sherry Hogshead - 250 Bulk L 59.7% | Held in bond at Bruichladdich","Bruichladdich","Islay","59.7","Operational","Hogshead","Great Britain Pound (£)","250",149.25,"2004-11-25","Second Fill","Sherry","2024-04-19",19.47,357.14,"19687.5","55.13","131.91","Scotland","The Grand Whisky Auction",5,2024,18231.89,2378.39127839196,51.05,122.16,77,59,13
"https://www.thegrandwhiskyauction.com/lot-562010/bruichladdich-2006-fresh-bourbon-barrel-150-bulk-l-607-held-in-bond-at-bruichladdich",17250,TRUE,"2023-11-21","Bruichladdich - 2006 Fresh Bourbon Barrel - 150 Bulk L 60.7% | Held in bond at Bruichladdich","Bruichladdich","Islay","60.7","Operational","Barrel","Great Britain Pound (£)","150",91.05,"2006-06-14","First Fill","Bourbon","2023-04-25",17.44,214.29,"19406.25","90.56","213.14","Scotland","The Grand Whisky Auction",11,2023,18271.64,3499.80671718836,85.27,200.68,37,18,14
"https://www.thegrandwhiskyauction.com/lot-652095/rhinns-2011-hogshead-178-bulk-l-587-held-in-bond-at-bruichladdich",17250,TRUE,"2024-07-09","Rhinns - 2011 Hogshead - 178 Bulk L 58.7% | Held In Bond At Bruichladdich","Rhinns","Islay","58.7","Operational","Hogshead","Great Britain Pound (£)","178",104.49,"2011-10-12",NA,NA,"2024-06-13",12.74,254.29,"19406.25","76.32","185.72","Scotland","The Grand Whisky Auction",7,2024,17984.87,2192.81504258781,70.73,172.12,97,42,30
"https://www.thegrandwhiskyauction.com/lot-313002/bruichladdich-2005-fresh-bourbon-barrel-156-bulk-l-566-held-in-bond",17000,TRUE,"2021-11-15","Bruichladdich - 2005 Fresh Bourbon Barrel - 156 Bulk L 56.6% | Held In Bond","Bruichladdich","Islay","56.5","Operational","Barrel","Great Britain Pound (£)","156",88.14,"2005-05-27","First Fill","Bourbon","2021-08-01",16.47,222.86,"19125","85.82","216.98","Scotland","The Grand Whisky Auction",11,2021,20711.79,3870.24258339006,92.94,234.99,99,42,34
"https://www.thegrandwhiskyauction.com/lot-182607/bruichladdich-2002-refill-hogshead-449-193-bulk-l-573-held-in-bond",16500,TRUE,"2020-10-19","Bruichladdich - 2002 Refill Hogshead #449 - 193 Bulk L 57.3% | Held In Bond","Bruichladdich","Islay","57.3","Operational","Hogshead","Great Britain Pound (£)","193",110.59,"2002-07-15","Second Fill",NA,"2020-10-01",18.26,275.71,"18562.5","67.33","167.85","Scotland","The Grand Whisky Auction",10,2020,21097.62,3483.52058233113,76.52,190.77,46,30,23
"https://www.thegrandwhiskyauction.com/lot-572712/bruichladdich-2011-fresh-bourbon-barrel-180-bulk-l-629-held-in-bond-at-bruichladdich",16000,TRUE,"2024-01-01","Bruichladdich - 2011 Fresh Bourbon Barrel - 180 Bulk L 62.9% | Held in bond at Bruichladdich","Bruichladdich","Islay","62.9","Operational","Barrel","Great Britain Pound (£)","180",113.22,"2011-01-26","First Fill","Bourbon","2023-06-12",12.93,257.14,"18000","70","158.98","Scotland","The Grand Whisky Auction",1,2024,16973.38,1938.40137254902,66.01,149.92,75,55,45
"https://www.thegrandwhiskyauction.com/lot-562000/bruichladdich-2007-fresh-bourbon-barrel-143-bulk-l-629-held-in-bond-at-bruichladdich",14250,TRUE,"2023-11-21","Bruichladdich - 2007 Fresh Bourbon Barrel - 143 Bulk L 62.9% | Held in bond at Bruichladdich","Bruichladdich","Islay","62.9","Operational","Barrel","Great Britain Pound (£)","143",89.95,"2007-06-22","First Fill","Bourbon","2023-04-25",16.42,204.29,"16031.25","78.47","178.22","Scotland","The Grand Whisky Auction",11,2023,15093.96,2755.33989105058,73.88,167.8,37,18,14
"https://www.thegrandwhiskyauction.com/lot-630883/bruichladdich-2005-fresh-bourbon-barrel-132-bulk-l-561-held-in-bond-at-bruichladdich",12000,TRUE,"2024-05-14","Bruichladdich - 2005 Fresh Bourbon Barrel - 132 Bulk L 56.1% | Held in bond at Bruichladdich","Bruichladdich","Islay","56.1","Operational","Barrel","Great Britain Pound (£)","132",74.05,"2005-06-16","First Fill","Bourbon","2024-04-19",18.91,188.57,"13500","71.59","182.31","Scotland","The Grand Whisky Auction",5,2024,12501.87,3192.57747062795,66.3,168.83,77,59,13
"https://www.thegrandwhiskyauction.com/lot-091217/tobermory-1995-hogshead-1749-held-in-bond",11250,TRUE,"2019-12-16","Tobermory - 1995 Hogshead #1749 | Held In Bond","Tobermory","Islands","51.7","Operational","Hogshead","Great Britain Pound (£)","173",89.44,"1995-11-22",NA,NA,NA,24.07,247.14,"12656.25","51.21","141.51","Scotland","The Grand Whisky Auction",12,2019,14464.29,3892.6147171288,58.53,161.72,19,8,5
"https://www.thegrandwhiskyauction.com/lot-630314/bruichladdich-2011-fresh-bourbon-barrel-177-bulk-l-687-held-in-bond-at-bruichladdich",10000,TRUE,"2024-05-14","Bruichladdich - 2011 Fresh Bourbon Barrel - 177 Bulk L 68.7% | Held in bond at Bruichladdich","Bruichladdich","Islay","68.7","Operational","Barrel","Great Britain Pound (£)","177",121.6,"2011-09-21","First Fill","Bourbon","2024-03-19",12.65,252.86,"11250","44.49","92.52","Scotland","The Grand Whisky Auction",5,2024,10418.22,1083.80331414474,41.2,85.68,77,59,13
"https://www.thegrandwhiskyauction.com/lot-482904/dingle-2014-bourbon-barrel-420-160-bulk-l-6174-held-in-bond-at-distillery",9700,TRUE,"2023-03-27","Dingle - 2014 Bourbon Barrel #420 - 160 Bulk L 61.74% | Held In Bond At Distillery","Dingle","Ireland","61.7","Operational","Barrel","Great Britain Pound (£)","160",98.72,"2014-03-31",NA,"Bourbon","2023-02-13",8.99,228.57,"10912.5","47.74","110.54","Ireland","The Grand Whisky Auction",3,2023,10497.67,955.977039100486,45.93,106.34,52,11,2
"https://www.thegrandwhiskyauction.com/lot-111051/bruichladdich-11-year-old-2009-fresh-fill-bourbon-144",9600,TRUE,"2020-03-08","Bruichladdich - 11 Year Old 2009 Fresh Fill Bourbon #144","Bruichladdich","Islay","63.9","Operational",NA,"Great Britain Pound (£)","177",113.1,"2009-02-11","First Fill","Bourbon",NA,11.07,252.86,"10800","42.71","95.49","Scotland","The Grand Whisky Auction",3,2020,12331.49,1206.98138196286,48.77,109.03,20,12,7
"https://www.thegrandwhiskyauction.com/lot-101000/tobermory-1995-hogshead-1975-held-in-bond",8700,TRUE,"2020-02-09","Tobermory - 1995 Hogshead #1975 | Held In Bond","Tobermory","Islands","53.5","Operational","Hogshead","Great Britain Pound (£)","169",90.42,"1995-12-14",NA,NA,NA,24.16,241.43,"9787.5","40.54","108.24","Scotland","The Grand Whisky Auction",2,2020,11175.41,2986.04186684362,46.29,123.59,18,9,5
"https://www.thegrandwhiskyauction.com/lot-161922/caol-ila-2008-hogshead-641-22192-bulk-l-593-held-in-bond",8600,TRUE,"2020-08-10","Caol Ila - 2008 Hogshead #641 - 221.92 Bulk L 59.3% | Held In Bond","Caol Ila","Islay","59.3","Operational","Hogshead","Great Britain Pound (£)","221.92",131.6,"2008-10-10",NA,NA,"2020-06-10",11.83,317.03,"9675","30.52","73.52","Scotland","The Grand Whisky Auction",8,2020,11046.96,993.051191489362,34.85,83.94,34,25,12
"https://www.thegrandwhiskyauction.com/lot-432497/staoisha-2013-barrel-157-bulk-l-595-held-in-bond-at-whisky-broker",8300,TRUE,"2022-10-31","Staoisha - 2013 Barrel - 157 Bulk L 59.5% | Held In Bond At Whisky Broker","Staoisha","Islay","59.5","Operational","Barrel","Great Britain Pound (£)","157",93.42,"2013-10-10",NA,NA,"2022-09-15",9.06,224.29,"9337.5","41.63","99.95",NA,"The Grand Whisky Auction",10,2022,9174.72,889.776955684008,40.91,98.21,95,32,9
"https://www.thegrandwhiskyauction.com/lot-182609/glenfarclas-2011-1st-fill-bourbon-barrel-800418-16706-bulk-l-589-held-in-bond",7500,FALSE,"2020-10-20","Glenfarclas - 2011 1st Fill Bourbon Barrel #800418 - 167.06 Bulk L 58.9% | Held In Bond","Glenfarclas","Speyside","58.9","Operational","Barrel","Great Britain Pound (£)","167.06",98.4,"2011-11-23","First Fill","Bourbon","2020-09-21",8.91,238.66,"8437.5","35.35","85.75","Scotland","The Grand Whisky Auction",10,2020,9589.83,868.347411585366,40.18,97.46,46,30,23
"https://www.thegrandwhiskyauction.com/lot-200529/tamdhu-2014-butt-7-50441-bulk-l-607-held-in-bond",7400,TRUE,"2020-12-14","Tamdhu - 2014 Butt #7 - 504.41 Bulk L 60.7% | Held In Bond","Tamdhu","Speyside","60.7","Operational","Butt","Great Britain Pound (£)","504.41",306.18,"2014-11-03",NA,NA,"2020-10-09",6.11,720.59,"8325","11.55","27.19","Scotland","The Grand Whisky Auction",12,2020,9453.3,188.646100333137,13.12,30.87,74,54,37
"https://www.thegrandwhiskyauction.com/lot-161920/craigellachie-2014-2nd-fill-amontillado-sherry-butt-629-51133bulk-l-at-616-held-in-bond",7000,FALSE,"2020-08-11","Craigellachie - 2014 2nd fill Amontillado sherry butt #629 - 511.33Bulk L @ 61.6% | Held In Bond","Craigellachie","Speyside","61.6","Operational",NA,"Great Britain Pound (£)","511.33",314.98,"2014-05-11","Second Fill","Sherry","2020-05-01",6.25,730.47,"7875","10.78","25","Scotland","The Grand Whisky Auction",8,2020,8991.71,178.418272588736,12.31,28.55,34,25,12
"https://www.thegrandwhiskyauction.com/lot-180484/craigellachie-2014-2nd-fill-amontillado-sherry-butt-629-51133bulk-l-at-616-held-in-bond",7000,TRUE,"2020-10-19","Craigellachie - 2014 2nd fill Amontillado sherry butt #629 - 511.33Bulk L @ 61.6% | Held In Bond","Craigellachie","Speyside","61.6","Operational",NA,"Great Britain Pound (£)","511.33",314.98,"2014-05-11","Second Fill","Sherry","2020-05-01",6.44,730.47,"7875","10.78","25","Scotland","The Grand Whisky Auction",10,2020,8950.5,182.99961902343,12.25,28.42,46,30,23
"https://www.thegrandwhiskyauction.com/lot-161585/craigellachie-2007-hogshead-314608-202-bulk-l-593-held-in-bond",6500,TRUE,"2020-08-10","Craigellachie - 2007 Hogshead #314608 -  202 Bulk L 59.3% | Held In Bond","Craigellachie","Speyside","59.3","Operational","Hogshead","Great Britain Pound (£)","202",119.79,"2007-12-05",NA,NA,"2020-06-10",12.68,288.57,"7312.5","25.34","61.04","Scotland","The Grand Whisky Auction",8,2020,8349.45,883.805209115953,28.93,69.7,34,25,12
"https://www.thegrandwhiskyauction.com/lot-190423/glenfarclas-2011-1st-fill-bourbon-barrel-800418-16706-bulk-l-589-held-in-bond",6500,FALSE,"2020-11-17","Glenfarclas - 2011 1st Fill Bourbon Barrel #800418 - 167.06 Bulk L 58.9% | Held In Bond","Glenfarclas","Speyside","58.9","Operational","Barrel","Great Britain Pound (£)","167.06",98.4,"2011-11-23","First Fill","Bourbon","2020-09-21",8.99,238.66,"7312.5","30.64","74.31","Scotland","The Grand Whisky Auction",11,2020,8326.45,760.719364837398,34.89,84.62,56,38,26
"https://www.thegrandwhiskyauction.com/lot-182608/glenrothes-2013-refill-hogshead-1704-310-bulk-l-663-held-in-bond",6300,FALSE,"2020-10-20","Glenrothes - 2013 Refill Hogshead #1704 - 310 Bulk L 66.3% | Held In Bond","Glenrothes","Speyside","66.3","Operational","Hogshead","Great Britain Pound (£)","310",205.53,"2013-02-01","Second Fill",NA,"2020-09-17",7.72,442.86,"7087.5","16","34.48","Scotland","The Grand Whisky Auction",10,2020,8055.45,302.574193548387,18.19,39.19,46,30,23
"https://www.thegrandwhiskyauction.com/lot-170464/craigellachie-2014-2nd-fill-amontillado-sherry-butt-629-51133bulk-l-at-616-held-in-bond",6000,FALSE,"2020-09-15","Craigellachie - 2014 2nd fill Amontillado sherry butt #629 - 511.33Bulk L @ 61.6% | Held In Bond","Craigellachie","Speyside","61.6","Operational",NA,"Great Britain Pound (£)","511.33",314.98,"2014-05-11","Second Fill","Sherry","2020-05-01",6.35,730.47,"6750","9.24","21.43","Scotland","The Grand Whisky Auction",9,2020,7671.86,154.664775541304,10.5,24.36,42,30,17
"https://www.thegrandwhiskyauction.com/lot-202775/heaven-hill-2009-barrel-3440927-176-bulk-l-663-held-in-bond",6000,FALSE,"2020-12-15","Heaven Hill - 2009 Barrel #3440927 - 176 Bulk L 66.3% | Held In Bond","Heaven Hill","USA","66.3","Operational","Barrel","Great Britain Pound (£)","176",116.69,"2009-01-01",NA,"Bourbon","2020-08-01",11.95,251.43,"6750","26.85","57.85","USA","The Grand Whisky Auction",12,2020,7664.84,784.941623103951,30.48,65.69,74,54,37
